age,sex,sex_2_TEXT,gender,gender_4_TEXT,relation_1,relation_2,relation_3,relation_4,relation_5,relation_6,relation_7,relation_7_TEXT,kids,soibh_1,soibh_2,soibh_3,soiatt_1,soiatt_2,soiatt_3,soides_1,soides_2,soides_3,sdo_1,sdo_2,sdo_3,sdo_4,sdo_5,sdo_6,sdo_7,sdo_8,sdo_9,sdo_10,sdo_11,sdo_12,sdo_13,sdo_14,moral_7,moral_8,moral_9,moral_10,moral_11,moral_12,moral_1,moral_2,moral_3,moral_4,moral_5,moral_6,sexorien,sexorien_3_TEXT,ethnic,ethnic_0_TEXT,ethnic_1_TEXT,ethnic_2_TEXT,ethnic_3_TEXT,ethnic_6_TEXT,relafil,relafil_9_TEXT,rel_1,polit_1,withdraw,ID,counter,soiatt_3R,soibh,soibh2,soiatt,soides,soitot,sdo_8R,sdo_9R,sdo_10R,sdo_11R,sdo_12R,sdo_13R,sdo_14R,sdo,moral_2R,moral_4R,moral_8R,moral_10R,moral_wo,moral_men
18,Female,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,0,2,1,1,5,3,7,2,2,2,3,2,2,2,3,2,3,6,6,6,5,6,6,6,4,6,2,4,2,4,4,6,2,4,2,3,0,NA,0,NA,NA,NA,NA,NA,0,NA,1,2,0,5dfe18e08d257bac5ac3593c,Male promiscuity first,3,1.333333333,1,3.666666667,2,2.333333333,2,2,2,3,2,2,2,2.285714286,2,4,2,4,2.833333333,3
23,Male,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,1,1,9,2,2,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,6,2,6,3,3,5,3,3,5,3,3,6,0,NA,0,NA,NA,NA,NA,NA,1,NA,7,4,0,56ad2bf85ea7aa000cbdf563,Male promiscuity first,1,1,1,1,1.666666667,1.222222222,1,1,1,1,1,1,1,1,5,5,6,5,4.5,5.166666667
20,Male,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,0,2,1,1,1,3,2,1,1,1,5,3,6,2,2,5,4,4,5,6,7,7,7,3,7,1,6,6,7,6,6,7,6,6,6,6,0,NA,0,NA,NA,NA,NA,NA,8,NA,1,5,0,5f106376d631e82fbaf61495,Male promiscuity first,8,1.333333333,1,4,1,2.111111111,4,3,2,1,1,1,5,3.142857143,1,2,7,2,4.5,5.833333333
28,Female,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,0,2,2,6,9,7,1,4,3,3,1,1,1,1,1,1,2,7,7,7,7,7,7,7,1,7,1,7,1,1,1,7,1,7,1,1,0,NA,0,NA,NA,NA,NA,NA,0,NA,1,3,0,5e78b34fd701da4380dcc4c8,Female promiscuity first,9,3.333333333,4,8.333333333,3.333333333,5,1,1,1,1,1,1,1,1.071428571,1,1,1,1,1,1
21,Female,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,0,1,1,1,5,1,9,1,1,1,4,4,4,5,5,5,2,4,4,4,6,3,4,4,4,2,3,6,4,5,4,5,5,6,6,5,0,NA,0,NA,NA,NA,NA,NA,0,NA,3,2,0,5f4521476eaa9508cc1a9b28,Male promiscuity first,1,1,1,2.333333333,1,1.444444444,4,4,4,2,5,4,4,4,3,2,6,2,4.166666667,4
19,Female,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,0,2,1,1,9,5,6,4,2,4,1,1,1,1,1,1,1,6,7,7,7,6,7,6,1,7,1,7,1,1,1,7,1,7,1,1,0,NA,0,NA,NA,NA,NA,NA,0,NA,1,2,0,5ee3a3d3e1640f03812e4c26,Male promiscuity first,4,1.333333333,1,6,3.333333333,3.555555556,2,1,1,1,2,1,2,1.214285714,1,1,1,1,1,1
18,Female,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,0,1,1,1,8,7,4,8,5,6,2,2,2,2,2,1,3,6,6,7,4,6,6,6,2,6,2,6,4,5,1,6,1,6,2,2,0,NA,2,NA,NA,NA,NA,NA,4,NA,2,3,0,5eb4612484a7aa2b41ddf792,Male promiscuity first,6,1,1,7,6.333333333,4.777777778,2,2,1,4,2,2,2,2.071428571,2,2,2,2,1.666666667,2.833333333
18,Male,NA,0,NA,1,1,NA,NA,NA,NA,NA,NA,0,3,2,2,7,7,2,9,8,8,1,1,1,5,2,1,5,5,5,5,7,7,7,7,2,6,2,6,3,2,2,6,2,6,2,2,0,NA,0,NA,NA,NA,NA,NA,8,NA,2,3,0,5ed6b2a782922d118b2b7cb8,Male promiscuity first,8,2.333333333,2,7.333333333,8.333333333,6,3,3,3,1,1,1,1,2.071428571,2,2,2,2,2,2.166666667
18,Male,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,5,5,5,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,NA,0,NA,NA,NA,NA,NA,NA,NA,2,4,0,5e8f3baefb02cb20a5d6fce3,Male promiscuity first,5,1,1,5,1,2.333333333,4,4,4,4,4,4,4,4,4,4,4,4,4,4
20,Female,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,0,2,1,1,8,3,5,2,1,1,4,2,1,1,2,1,5,6,6,6,7,7,7,7,1,7,1,7,1,1,2,7,1,7,1,1,0,NA,0,NA,NA,NA,NA,NA,8,NA,1,2,0,5f42a96a1582070bd5635541,Female promiscuity first,5,1.333333333,1,5.333333333,1.333333333,2.666666667,2,2,2,1,1,1,1,1.857142857,1,1,1,1,1.166666667,1
NA,Female,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,5,1,9,1,1,1,1,1,1,1,1,1,1,5,5,7,5,6,7,7,4,7,1,4,4,2,4,7,2,4,2,1,0,NA,0,NA,NA,NA,NA,NA,8,NA,1,1,0,5dd5883a9c84d8544b020824,Male promiscuity first,1,1,1,2.333333333,1,1.444444444,3,3,1,3,2,1,1,1.5,1,4,1,4,2.333333333,2.666666667
28,Female,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,7,1,9,2,2,2,1,1,1,1,1,1,1,7,7,7,7,7,7,7,4,6,2,3,5,3,4,6,2,3,2,2,0,NA,0,NA,NA,NA,NA,NA,1,NA,4,1,0,5f3c156a2ee10fa057e57d0e,Male promiscuity first,1,1,1,3,2,2,1,1,1,1,1,1,1,1,2,5,2,5,2.833333333,3.5
20,Male,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,0,3,1,1,3,8,3,4,3,3,5,5,5,5,5,5,6,5,5,4,3,3,4,4,2,6,2,6,4,5,3,7,2,6,4,5,0,NA,0,NA,NA,NA,NA,NA,0,NA,3,5,0,5f05cde2f4abed083dff3c8f,Female promiscuity first,7,1.666666667,1,6,3.333333333,3.666666667,3,3,4,5,5,4,4,4.571428571,1,2,2,2,2.833333333,2.833333333
19,Female,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,0,3,2,3,9,2,5,4,4,1,2,2,2,2,4,2,4,7,7,7,6,6,7,6,1,6,2,6,4,4,1,7,1,7,1,5,0,NA,0,NA,NA,NA,NA,NA,0,NA,2,5,0,5f4629bed8392902abd19a33,Female promiscuity first,5,2.666666667,2.5,5.333333333,3,3.666666667,1,1,1,2,2,1,2,2,1,1,2,2,1.666666667,2.5
30,Female,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,0,2,1,1,1,1,5,2,2,2,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,5,4,1,7,7,6,6,4,2,6,6,0,NA,0,cypriot,NA,NA,NA,NA,1,NA,1,1,0,5df0c64767a23610ed01d9c7,Female promiscuity first,5,1.333333333,1,2.333333333,2,1.888888889,1,1,1,1,1,1,1,1,2,6,3,7,5,5.833333333
29,Female,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,0,2,1,1,9,1,9,1,2,1,2,1,3,2,2,2,5,5,6,6,6,6,7,7,1,7,1,7,1,1,1,7,1,7,1,1,0,NA,0,NA,NA,NA,NA,NA,0,NA,1,4,0,5c9cc14b12b90c000125eea2,Male promiscuity first,1,1.333333333,1,3.666666667,1.333333333,2.111111111,3,2,2,2,2,1,1,2.142857143,1,1,1,1,1,1
21,Female,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,0,2,2,1,9,3,2,2,2,1,1,1,1,1,1,1,3,6,7,7,7,7,7,7,2,7,1,6,1,1,1,7,1,7,1,1,0,NA,0,NA,NA,NA,NA,NA,8,NA,2,4,0,5c8c2f6c1a9e6500160eb458,Female promiscuity first,8,1.666666667,1.5,6.666666667,1.666666667,3.333333333,2,1,1,1,1,1,1,1.214285714,1,1,1,2,1,1.333333333
21,Male,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,0,5,3,5,8,8,1,6,5,7,5,2,3,6,4,2,4,6,6,6,3,3,7,5,2,6,1,5,5,5,2,6,1,5,4,4,0,NA,0,NA,NA,NA,NA,NA,1,NA,1,4,0,5eac2b53f9860926271f3436,Female promiscuity first,9,4.333333333,4,8.333333333,6,6.222222222,2,2,2,5,5,1,3,3.285714286,2,3,2,3,2.666666667,3
27,Female,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,0,2,2,5,9,8,2,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,1,7,1,7,1,1,1,7,1,7,1,1,0,NA,0,NA,NA,NA,NA,NA,NA,NA,1,2,0,5720004a4212270008a3933b,Female promiscuity first,8,3,3.5,8.333333333,1,4.111111111,1,1,1,1,1,1,1,1,1,1,1,1,1,1
20,Male,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,0,2,1,1,8,3,7,5,4,4,4,3,2,4,5,5,2,4,6,6,2,7,6,4,1,7,1,7,3,2,1,7,1,7,5,4,0,NA,0,NA,NA,NA,NA,NA,0,NA,1,5,0,59652bff3d5051000114c19b,Male promiscuity first,3,1.333333333,1,4.666666667,4.333333333,3.444444444,4,2,2,6,1,2,4,3.285714286,1,1,1,1,2.166666667,1.5
25,Male,NA,0,NA,NA,1,NA,NA,NA,NA,NA,NA,0,1,1,1,9,7,2,9,8,7,7,6,4,4,7,7,7,5,4,4,4,3,6,5,1,7,1,7,2,5,1,7,1,7,1,1,0,NA,0,NA,NA,NA,NA,NA,8,NA,2,5,0,5b244233a7cee100011d6924,Female promiscuity first,8,1,1,8,8,5.666666667,3,4,4,4,5,2,3,4.785714286,1,1,1,1,1,1.833333333
22,Male,NA,0,NA,NA,1,NA,NA,NA,NA,NA,NA,0,2,2,2,8,6,3,6,2,2,1,1,1,4,1,1,1,7,7,7,7,7,7,7,2,7,2,6,4,2,2,6,2,6,4,2,0,NA,0,NA,NA,NA,NA,NA,1,NA,4,1,0,59f77c1705d1d60001f14563,Male promiscuity first,7,2,2,7,3.333333333,4.111111111,1,1,1,1,1,1,1,1.214285714,2,2,1,2,2.333333333,2.166666667
26,Female,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,0,2,3,8,9,8,1,6,2,2,1,1,1,1,2,1,3,7,7,7,7,7,7,6,1,7,1,7,1,2,1,7,1,7,1,2,0,NA,0,NA,NA,NA,NA,NA,1,NA,1,4,0,5ec974cb62baa40c48576c3d,Male promiscuity first,9,4.333333333,5.5,8.666666667,3.333333333,5.444444444,1,1,1,1,1,1,2,1.285714286,1,1,1,1,1.166666667,1.166666667
23,Male,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,0,2,8,8,9,9,1,2,1,2,1,3,3,6,2,1,1,7,7,7,7,7,7,7,1,7,1,7,1,1,1,7,1,7,1,1,0,NA,0,NA,NA,NA,NA,NA,0,NA,1,3,0,5ac13ee69534ba0001c71b5c,Female promiscuity first,9,6,8,9,1.666666667,5.555555556,1,1,1,1,1,1,1,1.714285714,1,1,1,1,1,1
23,Female,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,0,2,1,1,8,5,4,2,1,2,2,2,1,3,2,1,1,7,7,7,6,6,5,5,2,7,2,6,2,2,2,7,1,6,1,2,0,NA,0,Estonian,NA,NA,NA,NA,8,NA,2,3,0,5e8aee23535b1300086f32b6,Male promiscuity first,6,1.333333333,1,6.333333333,1.666666667,3.111111111,1,1,1,2,2,3,3,1.785714286,1,2,1,2,1.5,1.833333333
31,Male,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,0,2,1,1,2,1,6,1,1,1,5,5,3,5,6,6,6,2,3,3,3,2,4,4,7,5,3,5,4,5,7,4,5,4,5,6,0,NA,0,NA,NA,NA,NA,NA,1,NA,5,6,0,5cf28015fb05610001de261e,Male promiscuity first,4,1.333333333,1,2.333333333,1,1.555555556,6,5,5,5,6,4,4,5.071428571,4,4,3,3,5.166666667,4.166666667
22,Female,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,0,2,4,6,9,7,2,2,1,1,1,1,2,1,1,1,2,6,7,7,6,7,6,6,1,7,1,7,1,1,1,7,1,7,1,1,0,NA,0,NA,NA,NA,NA,NA,0,NA,1,3,0,5e2e452b4b8a1a428d4ffbcc,Female promiscuity first,8,4,5,8,1.333333333,4.444444444,2,1,1,2,1,2,2,1.428571429,1,1,1,1,1,1
27,Female,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,0,2,3,3,6,4,4,2,1,1,1,1,1,1,1,1,2,7,7,7,7,7,7,7,2,6,2,6,2,2,2,6,2,6,2,2,0,NA,0,NA,NA,NA,NA,NA,0,NA,2,2,0,5efc4a5bed804f20d1c1b0f4,Female promiscuity first,6,2.666666667,3,5.333333333,1.333333333,3.111111111,1,1,1,1,1,1,1,1.071428571,2,2,2,2,2,2
24,Male,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,0,2,8,8,9,9,1,8,2,6,2,2,3,3,2,2,2,7,7,7,5,4,6,6,1,7,2,5,3,2,1,7,2,6,2,2,0,NA,0,NA,NA,NA,NA,NA,8,NA,2,3,0,5d5d1066ed7be80017dce4fb,Male promiscuity first,9,6,8,9,5.333333333,6.777777778,1,1,1,3,4,2,2,2.142857143,1,2,1,3,1.666666667,2
26,Female,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,1,NA,7,7,5,4,1,2,2,1,1,1,3,2,3,6,7,7,6,7,6,6,3,6,2,4,1,2,1,6,1,4,2,1,0,NA,0,Lithuanian,NA,NA,NA,NA,1,NA,1,5,0,5cad944b7094cf00018d47f3,Female promiscuity first,5,1,1,6.333333333,2.333333333,3.222222222,2,1,1,2,1,2,2,1.714285714,2,4,2,4,1.833333333,2.333333333
28,Male,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,0,3,6,3,9,9,4,9,6,5,1,1,3,1,1,1,7,5,5,5,7,7,6,6,1,6,1,6,2,2,6,6,5,4,6,6,0,NA,0,NA,NA,NA,NA,NA,2,NA,4,4,0,5f44f160dbc7ce03812e9364,Male promiscuity first,6,4,4.5,8,6.666666667,6.222222222,3,3,3,1,1,2,2,2.142857143,2,4,2,2,4.833333333,1.666666667
22,Female,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,0,2,2,2,7,6,6,7,7,7,1,1,1,1,1,1,1,1,7,7,7,7,7,7,1,7,1,7,1,1,1,7,1,7,1,1,0,NA,0,NA,NA,NA,NA,NA,1,NA,1,3,0,5c2543871a456b000108eff5,Female promiscuity first,4,2,2,5.666666667,7,4.888888889,7,1,1,1,1,1,1,1.428571429,1,1,1,1,1,1
36,Female,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,0,2,8,8,9,4,4,2,3,2,3,2,3,2,2,1,2,6,6,7,6,4,5,4,2,7,1,6,2,2,2,7,1,6,1,1,0,NA,0,NA,NA,NA,NA,NA,9,Spiritual but not linked to religion,2,3,0,5d540607f700e700159c4f3b,Female promiscuity first,6,6,8,6.333333333,2.333333333,4.888888889,2,2,1,2,4,3,4,2.357142857,1,2,1,2,1.333333333,1.666666667
28,Female,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,0,6,1,3,9,7,2,6,4,3,1,5,1,2,1,1,1,6,6,7,6,6,6,6,1,7,1,7,1,1,1,7,1,7,1,1,0,NA,0,NA,NA,NA,NA,NA,0,NA,1,1,0,5f47d8f1e974b12169221876,Female promiscuity first,8,3.333333333,2,8,4.333333333,5.222222222,2,2,1,2,2,2,2,1.785714286,1,1,1,1,1,1
22,Female,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,0,2,1,1,6,3,6,1,1,2,2,2,1,2,2,2,3,6,7,6,7,7,6,6,1,7,1,7,1,1,1,7,1,1,1,1,0,NA,0,NA,NA,NA,NA,NA,0,NA,1,4,0,5d40959e4db54a0016fecb7b,Female promiscuity first,4,1.333333333,1,4.333333333,1.333333333,2.333333333,2,1,2,1,1,2,2,1.785714286,1,7,1,1,2,1
31,Female,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,0,2,4,3,9,5,3,1,1,1,1,1,2,2,1,1,1,7,7,7,5,7,7,7,1,7,1,7,1,1,4,7,1,7,1,1,0,NA,0,lithuanian,NA,NA,NA,NA,1,NA,1,4,0,5ef1a3d6db73ad576f708acd,Female promiscuity first,7,3,3.5,7,1,3.666666667,1,1,1,3,1,1,1,1.285714286,1,1,1,1,1.5,1
28,Male,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,0,2,3,1,6,3,3,3,2,2,3,2,3,3,1,1,1,7,7,7,6,7,6,6,4,6,1,6,3,3,3,6,1,6,3,3,0,NA,0,NA,NA,NA,NA,NA,0,NA,1,3,0,5e7a7a011306d502f4b0978d,Female promiscuity first,7,2,2,5.333333333,2.333333333,3.222222222,1,1,1,2,1,2,2,1.714285714,2,2,2,2,2.333333333,2.5
23,Female,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,0,2,2,1,1,1,9,1,1,1,4,5,4,5,3,4,4,6,6,7,6,6,7,7,4,3,4,5,5,3,2,6,4,4,5,4,0,NA,0,NA,NA,NA,NA,NA,1,NA,4,4,0,5979ebe999bd880001771a18,Female promiscuity first,1,1.666666667,1.5,1,1,1.222222222,2,2,1,2,2,1,1,2.857142857,2,4,5,3,3.5,4
20,Female,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,0,2,1,1,6,1,8,2,2,2,1,1,1,1,1,1,1,7,7,7,7,5,7,7,2,1,2,3,3,3,1,7,1,3,1,1,0,NA,0,NA,NA,NA,NA,NA,1,NA,2,4,0,5ef1316b783eb311cd8cd57a,Male promiscuity first,2,1.333333333,1,3,2,2.111111111,1,1,1,1,3,1,1,1.142857143,1,5,7,5,1.666666667,3.666666667
18,Female,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,2,2,9,8,7,7,3,2,1,1,1,1,2,7,7,7,6,7,7,7,6,6,2,6,5,5,2,6,4,6,3,1,0,NA,2,NA,NA,NA,NA,NA,5,NA,6,6,0,5ef3c556093412150c54b62a,Female promiscuity first,1,1,1,1.666666667,7.333333333,3.333333333,1,1,1,2,1,1,1,1.357142857,2,2,2,2,2.333333333,3.666666667
38,Female,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,0,1,2,2,6,1,5,4,2,2,1,1,1,1,1,1,1,4,4,7,7,7,7,7,4,6,2,4,4,2,4,6,2,6,2,2,0,NA,0,NA,NA,NA,NA,NA,1,NA,2,3,0,5efe4a942544c433d6436a15,Male promiscuity first,5,1.666666667,2,4,2.666666667,2.777777778,4,4,1,1,1,1,1,1.428571429,2,2,2,4,2.333333333,3
29,Female,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,0,2,2,1,8,2,5,2,2,2,4,4,2,4,2,2,3,5,6,7,6,5,6,5,2,6,2,6,2,2,1,7,2,6,1,1,0,NA,0,NA,NA,NA,NA,NA,1,NA,5,3,0,5d161aea19d2ed0015e211e7,Male promiscuity first,5,1.666666667,1.5,5,2,2.888888889,3,2,1,2,3,2,3,2.642857143,1,2,2,2,1.333333333,2
21,Female,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,0,2,1,1,9,9,1,3,1,1,4,4,2,2,1,1,3,6,6,5,6,6,5,6,1,7,1,7,1,1,1,7,1,7,1,1,0,NA,0,NA,NA,NA,NA,NA,1,NA,4,4,0,596bcd9393b82d000124b36b,Male promiscuity first,9,1.333333333,1,9,1.666666667,4,2,2,3,2,2,3,2,2.357142857,1,1,1,1,1,1
28,Female,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,0,8,7,7,9,9,2,7,6,2,2,2,4,2,3,2,3,4,5,6,5,3,5,5,2,7,1,6,2,2,1,7,1,7,1,1,0,NA,0,NA,NA,NA,NA,NA,8,NA,1,3,0,5ea9eec77baf81152dd042bd,Male promiscuity first,8,7.333333333,7,8.666666667,5,7,4,3,2,3,5,3,3,2.928571429,1,1,1,2,1,1.666666667
21,Male,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,0,1,1,2,9,4,3,7,6,6,6,5,5,5,5,5,5,3,3,3,5,6,3,2,2,6,2,6,2,5,2,6,2,6,2,5,0,NA,0,NA,NA,NA,NA,NA,0,NA,1,5,0,5f2de4218462fd12f8aee07e,Female promiscuity first,7,1.333333333,1.5,6.666666667,6.333333333,4.777777778,5,5,5,3,2,5,6,4.785714286,2,2,2,2,2.5,2.5
26,Female,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,0,2,2,3,6,6,2,3,3,2,1,1,1,1,1,1,1,7,7,7,7,7,7,7,1,7,1,7,1,1,1,7,1,7,1,1,0,NA,0,Romanian,NA,NA,NA,NA,1,NA,2,2,0,5d4b334b1813250017d3c6cc,Female promiscuity first,8,2.333333333,2.5,6.666666667,2.666666667,3.888888889,1,1,1,1,1,1,1,1,1,1,1,1,1,1
22,Male,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,0,2,1,1,7,6,4,6,6,6,1,2,1,1,1,1,5,6,7,7,5,5,7,7,1,7,1,1,1,1,1,7,1,1,1,1,0,NA,0,NA,NA,NA,NA,NA,0,NA,1,3,0,5dcbd8542bdeaa8740d52630,Female promiscuity first,6,1.333333333,1,6.333333333,6,4.555555556,2,1,1,3,3,1,1,1.714285714,1,7,1,7,2,2
40,Male,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,0,5,3,2,5,7,2,4,6,2,3,2,1,1,2,2,3,6,7,7,6,7,6,7,4,6,5,4,4,4,4,6,5,4,4,4,0,NA,0,NA,NA,NA,NA,NA,1,NA,5,5,0,5e4424749319f82bb3c5118f,Male promiscuity first,8,3.333333333,2.5,6.666666667,4,4.666666667,2,1,1,2,1,2,1,1.714285714,2,4,2,4,3.833333333,3.833333333
23,Male,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,0,2,6,7,9,9,1,2,2,8,3,5,5,5,3,3,5,5,7,7,5,4,5,1,1,7,1,7,1,2,1,7,1,7,1,2,0,NA,0,NA,NA,NA,NA,NA,0,NA,1,3,0,5ec581efbc729158aa405d96,Male promiscuity first,9,5,6.5,9,4,6,3,1,1,3,4,3,7,3.642857143,1,1,1,1,1.166666667,1.166666667
21,Female,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,0,2,1,1,7,1,9,1,1,1,1,1,1,1,1,2,1,7,7,7,7,7,7,7,1,7,1,7,1,1,1,7,1,7,1,1,0,NA,0,NA,NA,NA,NA,NA,9,None,2,4,0,5a539d0b76d1c60001aabd7a,Female promiscuity first,1,1.333333333,1,3,1,1.777777778,1,1,1,1,1,1,1,1.071428571,1,1,1,1,1,1
33,Female,NA,1,NA,NA,NA,NA,NA,NA,NA,1,Engaged to partner,0,2,6,7,9,3,3,3,2,2,1,1,1,1,1,1,1,7,7,7,7,7,7,7,1,7,1,7,1,1,1,7,1,7,1,1,0,NA,0,NA,NA,NA,NA,NA,1,NA,2,3,0,5a9da2ee35237b000112b00a,Female promiscuity first,7,5,6.5,6.333333333,2.333333333,4.555555556,1,1,1,1,1,1,1,1,1,1,1,1,1,1
30,Male,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,0,2,2,1,5,4,8,4,4,3,7,6,3,5,5,5,6,6,7,7,7,6,6,7,6,7,4,4,5,5,5,7,5,5,5,5,0,NA,1,NA,NA,NA,NA,NA,1,NA,4,4,0,5f46e8d384ba270c8019a681,Male promiscuity first,2,1.666666667,1.5,3.666666667,3.666666667,3,2,1,1,1,2,2,1,3.357142857,1,3,1,4,4,4.166666667
28,Female,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,0,1,2,2,1,1,9,4,3,4,5,4,3,6,6,5,5,4,4,6,5,4,5,5,5,6,3,2,5,4,5,6,2,3,5,4,0,NA,0,NA,NA,NA,NA,NA,1,NA,4,3,0,5ccf3006f131fb001706edbb,Male promiscuity first,1,1.666666667,2,1,3.666666667,2.111111111,4,4,2,3,4,3,3,4.071428571,2,5,2,6,3.833333333,4.166666667
40,Female,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,0,2,1,1,2,2,5,4,1,4,3,3,4,3,6,4,5,4,4,4,4,6,3,5,4,6,2,4,4,4,4,6,2,4,4,4,0,NA,0,Slavic,NA,NA,NA,NA,1,NA,5,3,0,5e6bdb0ab3ea9e19465ab62f,Male promiscuity first,5,1.333333333,1,3,3,2.444444444,4,4,4,4,2,5,3,3.857142857,2,4,2,4,3.333333333,3.333333333
27,Male,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,0,1,7,3,8,8,2,7,6,7,3,3,3,3,4,3,4,6,6,6,6,6,6,6,3,6,2,4,3,3,2,6,2,4,3,3,0,NA,0,NA,NA,NA,NA,NA,8,NA,2,2,0,5bc07b29a9e4a10001cac181,Female promiscuity first,8,3.666666667,5,8,6.666666667,6.111111111,2,2,2,2,2,2,2,2.642857143,2,4,2,4,2.666666667,2.833333333
29,Female,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,0,2,1,3,9,1,4,2,2,1,5,2,5,3,2,1,3,6,6,7,5,6,7,7,1,7,1,7,1,1,1,7,2,7,1,1,0,NA,0,NA,NA,NA,NA,NA,1,NA,4,4,0,5c2d58fc0eed420001fa4fd0,Female promiscuity first,6,2,2,5.333333333,1.666666667,3,2,2,1,3,2,1,1,2.357142857,1,1,1,1,1.166666667,1
26,Female,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,0,1,1,1,4,2,9,3,2,2,1,1,1,3,1,1,1,7,7,7,5,7,7,7,5,7,2,3,2,5,5,7,2,3,5,3,0,NA,0,slavic,NA,NA,NA,NA,1,NA,6,4,0,5f27f132abac120008f5fdc5,Male promiscuity first,1,1,1,2.333333333,2.333333333,1.888888889,1,1,1,3,1,1,1,1.285714286,1,5,1,5,3.5,3.333333333
29,Female,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,0,2,7,5,9,1,1,4,1,1,4,2,1,1,1,1,1,4,7,6,6,7,7,7,1,7,1,7,1,1,1,7,1,7,1,1,0,NA,0,NA,NA,NA,NA,NA,8,NA,1,4,0,5ae647c17edeb000014a8f48,Female promiscuity first,9,4.666666667,6,6.333333333,2,4.333333333,4,1,2,2,1,1,1,1.642857143,1,1,1,1,1,1
