age,sex,sex_2_TEXT,gender,gender_4_TEXT,relation_1,relation_2,relation_3,relation_4,relation_5,relation_6,relation_7,relation_7_TEXT,kids,soibh_1,soibh_2,soibh_3,soiatt_1,soiatt_2,soiatt_3,soides_1,soides_2,soides_3,sdo_1,sdo_2,sdo_3,sdo_4,sdo_5,sdo_6,sdo_7,sdo_8,sdo_9,sdo_10,sdo_11,sdo_12,sdo_13,sdo_14,moral_7,moral_8,moral_9,moral_10,moral_11,moral_12,moral_1,moral_2,moral_3,moral_4,moral_5,moral_6,sexorien,sexorien_3_TEXT,ethnic,ethnic_0_TEXT,ethnic_1_TEXT,ethnic_2_TEXT,ethnic_3_TEXT,ethnic_6_TEXT,relafil,relafil_9_TEXT,rel_1,polit_1,withdraw,ID,counter,soiatt_3R,soibh,soibh2,soiatt,soides,soitot,sdo_8R,sdo_9R,sdo_10R,sdo_11R,sdo_12R,sdo_13R,sdo_14R,sdo,moral_2R,moral_4R,moral_8R,moral_10R,moral_wo,moral_men
19,Male,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,7,6,8,7,1,5,1,6,1,1,1,1,2,7,7,7,7,7,7,7,2,6,2,6,2,1,2,6,6,6,2,2,0,NA,0,NA,NA,NA,NA,NA,NA,NA,1,2,0,5e6ac50d59a3bd081e213ed1,Male promiscuity first,2,1,1,5,4.333333333,3.444444444,1,1,1,1,1,1,1,1.428571429,2,2,2,2,2.666666667,1.833333333
18,Female,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,7,3,9,1,2,2,2,1,1,1,1,1,3,6,6,7,6,6,7,7,2,7,2,5,2,1,1,7,1,6,1,1,0,NA,0,NA,NA,NA,NA,NA,NA,NA,2,4,0,5eee89a6c00bfb337a3c54a8,Male promiscuity first,1,1,1,3.666666667,1.666666667,2.111111111,2,2,1,2,2,1,1,1.5,1,2,1,3,1.166666667,1.833333333
28,Female,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,0,3,6,5,8,8,3,2,2,2,2,2,2,2,2,1,2,7,7,7,7,7,7,7,1,7,1,7,1,1,1,7,1,7,1,1,0,NA,2,NA,NA,Japanese,NA,NA,8,NA,1,2,0,5ef23327e54f7c105dc9f686,Female promiscuity first,7,4.666666667,5.5,7.666666667,2,4.777777778,1,1,1,1,1,1,1,1.428571429,1,1,1,1,1,1
34,Male,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,0,1,2,6,6,4,6,5,5,4,6,2,6,3,5,2,5,3,1,1,1,1,1,1,5,3,1,3,4,4,6,3,2,2,5,6,0,NA,0,NA,NA,NA,NA,NA,1,NA,4,6,0,5f4804a57bb92a27534dd7d7,Male promiscuity first,4,3,4,4.666666667,4.666666667,4.111111111,5,7,7,7,7,7,7,5.428571429,5,6,5,5,5,4
29,Female,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,0,2,4,6,8,7,2,2,2,2,1,4,3,5,3,2,2,5,5,6,6,6,6,6,2,6,1,7,1,3,1,7,1,7,1,3,0,NA,0,NA,NA,NA,NA,NA,1,NA,2,4,0,5e52d86504c4292fe70abef6,Male promiscuity first,8,4,5,7.666666667,2,4.555555556,3,3,2,2,2,2,2,2.571428571,1,1,2,1,1.333333333,1.666666667
27,Female,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,0,2,9,9,9,9,1,2,2,2,4,4,2,3,2,2,4,6,6,7,5,6,6,6,1,7,1,7,2,2,1,7,1,7,1,1,0,NA,0,NA,NA,NA,NA,NA,1,NA,2,2,0,NA,Male promiscuity first,9,6.666666667,9,9,2,5.888888889,2,2,1,3,2,2,2,2.5,1,1,1,1,1,1.333333333
21,Female,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,0,2,1,1,5,4,5,1,1,1,4,3,2,2,2,3,3,4,4,6,4,4,4,4,4,4,4,6,5,4,4,4,4,4,4,4,0,NA,2,NA,NA,NA,NA,NA,5,NA,3,3,0,5f1e33e58d05fc3a189c6ab4,Male promiscuity first,5,1.333333333,1,4.666666667,1,2.333333333,4,4,2,4,4,4,4,3.214285714,4,4,4,2,4,3.833333333
25,Male,NA,0,NA,NA,1,NA,NA,NA,NA,NA,NA,0,1,1,1,5,6,4,6,2,3,2,4,3,3,1,1,4,5,5,4,5,4,5,4,1,7,2,6,2,1,1,7,2,6,2,1,0,NA,0,NA,NA,NA,NA,NA,0,NA,1,3,0,5dd97aeb3269928fa80edc52,Female promiscuity first,6,1,1,5.666666667,3.666666667,3.444444444,3,3,4,3,4,3,4,3,1,2,1,2,1.5,1.5
21,Female,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,0,2,1,1,7,6,6,5,4,3,4,3,2,2,2,2,2,6,6,6,6,6,6,6,4,6,2,5,2,2,2,6,2,6,2,2,0,NA,0,NA,NA,NA,NA,NA,1,NA,3,4,0,5c8ee319a50921000171df06,Male promiscuity first,4,1.333333333,1,5.666666667,4,3.666666667,2,2,2,2,2,2,2,2.214285714,2,2,2,3,2,2.5
18,Female,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,9,4,2,5,4,1,1,1,1,2,1,1,1,6,7,6,7,7,5,6,1,6,1,7,1,1,1,6,1,7,1,1,0,NA,0,NA,NA,NA,NA,NA,0,NA,2,2,0,5f22f75af0bfe903aba5e378,Female promiscuity first,8,1,1,7,3.333333333,3.777777778,2,1,2,1,1,3,2,1.428571429,2,1,2,1,1.166666667,1.166666667
26,Male,NA,0,NA,NA,1,NA,NA,NA,NA,NA,NA,0,1,1,1,3,2,8,4,3,2,1,1,1,5,7,1,1,7,7,7,7,7,7,7,5,5,5,5,3,3,5,5,5,5,3,3,0,NA,2,NA,NA,NA,NA,NA,0,NA,1,4,0,5f1cbc000b408b58e8d2799d,Female promiscuity first,2,1,1,2.333333333,3,2.111111111,1,1,1,1,1,1,1,1.714285714,3,3,3,3,3.666666667,3.666666667
38,Male,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,0,2,2,2,8,5,2,5,2,5,2,2,1,2,2,2,1,6,6,7,7,7,7,6,2,6,4,5,3,4,2,6,3,6,3,2,0,NA,0,NA,NA,NA,NA,NA,8,NA,1,4,0,5bf003ccaf38d100016bb945,Male promiscuity first,8,2,2,7,4,4.333333333,2,2,1,1,1,1,2,1.571428571,2,2,2,3,2.333333333,3
24,Male,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,1,1,8,3,8,2,1,2,1,1,1,1,1,1,1,7,7,7,7,7,7,7,1,7,1,7,4,1,1,7,1,7,2,1,0,NA,0,NA,NA,NA,NA,NA,9,Irreligious,1,1,0,5f31454776609f5f32bb6004,Male promiscuity first,2,1,1,4.333333333,1.666666667,2.333333333,1,1,1,1,1,1,1,1,1,1,1,1,1.166666667,1.5
30,Male,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,0,2,5,5,6,4,5,3,2,2,1,1,1,1,2,1,1,7,7,7,7,7,7,7,4,6,2,4,4,4,2,6,3,3,1,1,0,NA,0,NA,NA,NA,NA,NA,0,NA,1,4,0,5c6c2dd852688b0001d20458,Male promiscuity first,5,4,5,5,2.333333333,3.777777778,1,1,1,1,1,1,1,1.071428571,2,5,2,4,2.333333333,3.333333333
26,Female,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,0,2,2,1,7,2,6,2,6,6,1,1,2,2,5,3,5,5,6,7,4,6,6,7,1,7,1,7,2,1,1,7,1,6,2,1,0,NA,0,NA,NA,NA,NA,NA,0,NA,1,4,0,5cacf324ea201200013d7807,Female promiscuity first,4,1.666666667,1.5,4.333333333,4.666666667,3.555555556,3,2,1,4,2,2,1,2.428571429,1,2,1,1,1.333333333,1.166666667
27,Male,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,0,1,1,1,9,3,6,2,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,2,6,2,6,2,2,2,6,2,6,2,2,0,NA,0,NA,NA,NA,NA,NA,1,NA,1,2,0,5e5441dd8388f807991fb4a7,Male promiscuity first,4,1,1,5.333333333,1.333333333,2.555555556,1,1,1,1,1,1,1,1,2,2,2,2,2,2
21,Male,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,0,1,2,2,3,3,6,7,7,5,4,4,3,3,1,1,1,6,7,7,7,7,7,7,5,6,3,3,3,3,6,6,3,5,2,3,0,NA,1,NA,NA,NA,NA,NA,1,NA,4,3,0,5ea4397b9b06662614d6e4f6,Female promiscuity first,4,1.666666667,2,3.333333333,6.333333333,3.777777778,2,1,1,1,1,1,1,1.785714286,2,3,2,5,3.166666667,3.5
22,Male,NA,0,NA,NA,1,NA,NA,NA,NA,NA,NA,0,1,1,1,9,4,6,6,4,4,1,1,1,2,2,1,2,6,6,7,6,6,7,6,1,7,1,7,1,1,1,7,1,7,1,1,0,NA,0,NA,NA,NA,NA,NA,0,NA,1,3,0,5d3c7ed96a5b1e0001a917bd,Female promiscuity first,4,1,1,5.666666667,4.666666667,3.777777778,2,2,1,2,2,1,2,1.571428571,1,1,1,1,1,1
19,Female,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,6,1,6,3,2,3,1,1,1,1,1,1,1,7,7,7,7,7,7,7,3,7,5,5,1,2,3,7,5,5,1,1,0,NA,0,NA,NA,NA,NA,NA,0,NA,1,1,0,5f09985dc2d6fd016ec82037,Male promiscuity first,4,1,1,3.666666667,2.666666667,2.444444444,1,1,1,1,1,1,1,1,1,3,1,3,2.333333333,2.5
32,Female,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,0,2,2,2,7,6,6,5,3,3,5,2,5,3,3,2,3,5,5,6,5,5,6,6,2,6,2,6,2,2,2,6,2,6,2,2,0,NA,0,NA,NA,NA,NA,NA,1,NA,4,5,0,5dfa014318e86975c1f0f769,Female promiscuity first,4,2,2,5.666666667,3.666666667,3.777777778,3,3,2,3,3,2,2,2.928571429,2,2,2,2,2,2
38,Female,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,0,2,1,2,8,6,2,5,3,2,2,2,2,3,1,2,1,6,6,7,6,6,7,6,3,6,1,3,4,3,3,6,1,5,3,3,0,NA,0,Polish,NA,NA,NA,NA,0,NA,1,3,0,5c83b0408c0d0100175902f7,Female promiscuity first,8,1.666666667,1.5,7.333333333,3.333333333,4.111111111,2,2,1,2,2,1,2,1.785714286,2,3,2,5,2.5,3
26,Female,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,0,2,1,1,5,1,4,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,3,7,4,4,4,5,2,7,2,7,1,1,0,NA,0,NA,NA,NA,NA,NA,8,NA,2,2,0,5ecd5e714689f30af5b28354,Male promiscuity first,6,1.333333333,1,4,1,2.111111111,1,1,1,1,1,1,1,1,1,1,1,4,1.333333333,3.5
28,Female,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,0,2,1,1,9,2,8,4,2,1,2,2,1,3,1,1,1,7,7,7,7,6,7,6,2,7,2,6,1,1,1,7,2,7,1,1,0,NA,0,NA,NA,NA,NA,NA,9,No religion,1,2,0,5efb98c3d5919f121a986486,Male promiscuity first,2,1.333333333,1,4.333333333,2.333333333,2.666666667,1,1,1,1,2,1,2,1.428571429,1,1,1,2,1.166666667,1.5
27,Male,NA,0,NA,NA,1,NA,NA,NA,NA,NA,NA,0,4,2,7,8,8,3,8,7,7,4,3,4,3,4,4,4,2,2,2,4,2,2,2,2,6,2,6,2,2,4,6,2,5,4,4,0,NA,0,NA,NA,NA,NA,NA,8,NA,1,5,0,5a15c2c638ed430001be885b,Female promiscuity first,7,4.333333333,4.5,7.666666667,7.333333333,6.444444444,6,6,6,4,6,6,6,4.714285714,2,3,2,2,3.166666667,2
35,Female,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,0,2,1,3,6,2,6,2,2,1,2,2,5,2,5,2,1,5,5,5,5,3,5,3,5,6,2,5,3,5,5,5,3,5,3,5,0,NA,0,NA,NA,NA,NA,NA,0,NA,1,3,0,5ef8474981a512590224b533,Male promiscuity first,4,2,2,4,1.666666667,2.555555556,3,3,3,3,5,3,5,3.142857143,3,3,2,3,3.666666667,3.333333333
22,Female,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,0,2,1,1,9,9,4,3,3,1,7,7,5,6,7,6,5,6,6,7,7,5,6,6,1,7,1,7,2,3,1,7,3,7,1,1,0,NA,0,NA,NA,NA,NA,NA,0,NA,1,1,0,59f8a0bbf4217300016cc405,Male promiscuity first,6,1.333333333,1,8,2.333333333,3.888888889,2,2,1,1,3,2,2,4,1,1,1,1,1.333333333,1.5
23,Male,NA,0,NA,NA,1,NA,NA,NA,NA,NA,NA,0,1,2,2,4,4,1,9,2,3,1,3,1,3,2,1,3,7,7,7,7,5,7,7,1,7,1,7,1,1,1,7,7,7,1,1,0,NA,2,NA,NA,Sri Lankan,NA,NA,4,NA,2,3,0,5f0e3082f86a0b152cf06c80,Male promiscuity first,9,1.666666667,2,5.666666667,4.666666667,4,1,1,1,1,3,1,1,1.642857143,1,1,1,1,2,1
31,Female,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,0,2,1,3,7,3,4,5,1,1,1,1,1,1,1,1,1,6,6,7,6,6,7,7,1,6,2,6,2,2,1,7,2,6,1,1,0,NA,0,NA,NA,NA,NA,NA,9,none,1,3,0,5eda779c9944ee0c4197e633,Female promiscuity first,6,2,2,5.333333333,2.333333333,3.222222222,2,2,1,2,2,1,1,1.285714286,1,2,2,2,1.333333333,1.833333333
32,Female,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,0,1,1,1,9,3,6,2,3,3,1,1,1,1,1,1,1,6,6,7,7,7,7,7,1,7,1,7,1,1,1,7,1,7,1,1,0,NA,0,NA,NA,NA,NA,NA,8,NA,2,2,0,5e60ae51364ee43edae0fcc1,Female promiscuity first,4,1,1,5.333333333,2.666666667,3,2,2,1,1,1,1,1,1.142857143,1,1,1,1,1,1
22,Male,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,0,2,1,1,9,7,2,4,3,5,3,5,4,3,1,5,2,4,4,6,6,5,4,5,2,6,2,6,2,1,2,6,6,3,1,1,0,NA,0,NA,NA,NA,NA,NA,1,NA,4,5,0,5cf9c2d6dfcf0a0015e8e213,Female promiscuity first,8,1.333333333,1,8,4,4.444444444,4,4,2,2,3,4,3,3.214285714,2,5,2,2,2.833333333,1.833333333
20,Female,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,0,1,1,1,8,3,2,6,6,5,2,1,1,3,2,1,1,7,7,7,7,6,7,7,2,6,2,6,2,3,2,6,2,6,2,3,0,NA,0,NA,NA,NA,NA,NA,1,NA,3,4,0,5e329c36d94ac42699bfbee9,Male promiscuity first,8,1,1,6.333333333,5.666666667,4.333333333,1,1,1,1,2,1,1,1.357142857,2,2,2,2,2.166666667,2.166666667
20,Male,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,0,3,1,2,8,7,9,6,1,2,1,2,2,2,2,2,3,6,6,5,5,5,6,6,2,6,2,6,2,2,2,6,2,6,2,2,0,NA,0,NA,NA,NA,NA,NA,8,NA,2,2,0,5ee7e29f165e050c9c0e46d8,Female promiscuity first,1,2,1.5,5.333333333,3,3.444444444,2,2,3,3,3,2,2,2.214285714,2,2,2,2,2,2
22,Female,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,0,2,1,1,8,2,3,4,2,2,4,3,3,3,3,3,4,7,7,7,6,4,5,5,3,6,1,5,5,5,2,6,1,6,1,4,0,NA,2,NA,NA,NA,NA,NA,0,NA,1,3,0,5ea03f468b35e20642b22a6d,Male promiscuity first,7,1.333333333,1,5.666666667,2.666666667,3.222222222,1,1,1,2,4,3,3,2.714285714,2,2,2,3,2,3.166666667
40,Female,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,0,1,5,3,7,5,5,4,4,5,2,2,3,2,3,1,3,6,6,7,6,6,7,6,3,4,3,4,4,5,3,5,2,3,2,3,0,NA,0,NA,NA,NA,NA,NA,8,NA,2,6,0,5d853d4eecc7dc001850467f,Female promiscuity first,5,3,4,5.666666667,4.333333333,4.333333333,2,2,1,2,2,1,2,2,3,5,4,4,3,3.833333333
19,Female,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,0,4,1,2,9,9,1,6,6,2,1,1,1,4,1,1,3,6,7,7,5,4,7,6,1,7,1,7,1,1,1,7,1,7,1,1,0,NA,0,NA,NA,NA,NA,NA,0,NA,1,2,0,5f4bc0f37c7b4479078f5ba9,Female promiscuity first,9,2.333333333,1.5,9,4.666666667,5.333333333,2,1,1,3,4,1,2,1.857142857,1,1,1,1,1,1
22,Male,NA,0,NA,NA,1,NA,NA,NA,NA,NA,NA,0,3,3,3,3,2,3,3,3,5,5,4,4,3,5,4,2,5,4,5,4,4,3,5,3,6,2,4,4,3,2,6,2,2,4,3,0,NA,0,NA,NA,NA,NA,NA,0,NA,1,3,0,5f4a88def5a7bf0a365f142b,Male promiscuity first,7,3,3,4,3.666666667,3.555555556,3,4,3,4,4,5,3,3.785714286,2,6,2,4,3.166666667,3
27,Male,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,0,2,5,7,6,4,2,8,2,2,1,1,2,2,2,1,2,6,6,6,5,6,6,6,4,7,1,5,6,2,4,6,1,6,6,1,0,NA,6,NA,NA,NA,NA,European White/ South American Latino,8,NA,3,2,0,5ee9f13dcb715101da88c1b1,Female promiscuity first,8,4.666666667,6,6,4,4.888888889,2,2,2,3,2,2,2,1.857142857,2,2,1,3,2.666666667,2.833333333
31,Male,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,0,2,1,1,5,1,7,2,3,2,1,2,4,3,2,1,2,7,6,7,6,6,7,6,2,6,2,6,2,2,2,6,2,6,2,2,0,NA,0,NA,NA,NA,NA,NA,0,NA,1,4,0,5f48fea0397472084aaadb70,Female promiscuity first,3,1.333333333,1,3,2.333333333,2.222222222,1,2,1,2,2,1,2,1.857142857,2,2,2,2,2,2
31,Female,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,0,1,2,2,6,2,4,4,3,2,3,3,3,1,1,1,1,5,5,5,5,4,5,4,2,7,2,5,4,2,2,7,2,5,2,2,0,NA,5,NA,NA,NA,NA,NA,1,NA,2,3,0,5f4633b8a6e20126eb4cdcc2,Male promiscuity first,6,1.666666667,2,4.666666667,3,3.111111111,3,3,3,3,4,3,4,2.571428571,1,3,1,3,2,2.333333333
32,Female,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,0,5,6,6,7,7,3,5,6,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,2,4,4,4,4,6,3,4,4,4,0,NA,0,NA,NA,NA,NA,NA,9,none,1,4,0,5996f68a9039240001432124,Male promiscuity first,7,5.666666667,6,7,4.666666667,5.777777778,4,4,4,4,4,4,4,4,2,4,2,4,3.5,3.333333333
32,Male,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,0,8,1,1,2,2,5,2,2,1,2,2,2,3,2,2,1,6,7,4,4,5,7,5,4,4,4,4,2,3,4,4,4,4,2,2,0,NA,2,NA,NA,NA,NA,NA,1,NA,4,4,0,5d893d535fd8a00001f7bd03,Female promiscuity first,5,3.333333333,1,3,1.666666667,2.666666667,2,1,4,4,3,1,3,2.285714286,4,4,4,4,3.333333333,3.5
21,Male,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,0,2,1,1,8,7,4,8,5,6,3,3,2,5,4,3,4,4,6,6,6,7,7,6,1,7,1,7,1,2,1,7,1,7,1,2,0,NA,0,NA,NA,NA,NA,NA,0,NA,1,3,0,5f091bb928d2f41aa5ed3137,Female promiscuity first,6,1.333333333,1,7,6.333333333,4.888888889,4,2,2,2,1,1,2,2.714285714,1,1,1,1,1.166666667,1.166666667
21,Female,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,0,6,5,4,7,3,5,1,1,1,4,1,2,3,4,4,4,4,7,7,4,4,4,4,2,6,2,4,1,2,2,6,2,6,2,2,0,NA,0,NA,NA,NA,NA,NA,0,NA,1,4,0,5f21770c41dab708da08ca58,Male promiscuity first,5,5,4.5,5,1,3.666666667,4,1,1,4,4,4,4,3.142857143,2,2,2,4,2,2.166666667
29,Male,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,0,5,2,5,9,9,1,8,7,7,1,1,1,1,1,1,2,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,0,NA,0,NA,NA,NA,NA,NA,0,NA,1,1,0,5c98f6e73cb4af0015ce2879,Male promiscuity first,9,4,3.5,9,7.333333333,6.777777778,1,1,1,1,1,1,1,1.071428571,7,7,7,7,3,3
20,Female,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,0,2,1,1,8,4,4,2,3,2,1,1,2,1,1,1,2,7,7,7,6,6,6,6,1,6,2,6,2,2,1,6,2,7,2,2,0,NA,0,NA,NA,NA,NA,NA,0,NA,1,2,0,5ca4996bc2c096001413f07e,Male promiscuity first,6,1.333333333,1,6,2.333333333,3.222222222,1,1,1,2,2,2,2,1.428571429,2,1,2,2,1.666666667,1.833333333
29,Female,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,0,2,5,2,6,5,6,4,4,2,2,1,1,2,3,1,4,7,7,7,7,6,6,6,2,7,1,6,4,2,2,NA,1,6,2,2,0,NA,1,NA,NA,NA,NA,NA,1,NA,3,4,0,5c740758901b2900013ae2c7,Male promiscuity first,4,3,3.5,5,3.333333333,3.777777778,1,1,1,1,2,2,2,1.714285714,NA,2,1,2,1.8,2
19,Female,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,0,2,1,1,8,1,9,2,2,1,1,1,1,1,1,1,3,7,7,7,7,7,7,7,1,6,1,6,1,1,1,6,1,6,1,1,0,NA,0,NA,NA,NA,NA,NA,1,NA,3,4,0,5eda87495833de699dd92655,Male promiscuity first,1,1.333333333,1,3.333333333,1.666666667,2.111111111,1,1,1,1,1,1,1,1.142857143,2,2,2,2,1.333333333,1.333333333
33,Female,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,0,1,2,1,8,2,6,6,4,2,1,1,1,1,2,1,1,7,7,7,7,7,7,7,2,7,2,7,1,1,1,7,2,7,1,1,0,NA,0,NA,NA,NA,NA,NA,6,NA,1,2,0,58ee927dedbd82000169ad2d,Female promiscuity first,4,1.333333333,1.5,4.666666667,4,3.333333333,1,1,1,1,1,1,1,1.071428571,1,1,1,1,1.166666667,1.333333333
32,Male,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,0,1,5,4,9,4,3,4,7,2,1,1,3,1,3,1,1,7,7,7,7,7,7,7,1,7,1,7,1,7,1,7,1,7,1,1,0,NA,0,NA,NA,NA,NA,NA,0,NA,1,2,0,5855a17d733c730001a5d2d5,Female promiscuity first,7,3.333333333,4.5,6.666666667,4.333333333,4.777777778,1,1,1,1,1,1,1,1.285714286,1,1,1,1,1,2
19,Female,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,0,2,1,1,8,8,2,9,7,9,2,1,1,3,2,1,3,6,6,7,7,7,7,7,1,7,2,6,2,2,1,7,1,7,1,1,0,NA,0,NA,NA,NA,NA,NA,8,NA,2,4,0,5efb789be4c8450e986ce093,Male promiscuity first,8,1.333333333,1,8,8.333333333,5.888888889,2,2,1,1,1,1,1,1.571428571,1,1,1,2,1,1.666666667
36,Female,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,0,2,2,2,9,2,5,1,1,1,2,2,2,4,3,2,2,5,6,7,7,5,6,6,3,6,1,5,4,4,2,6,1,4,3,4,0,NA,0,NA,NA,NA,NA,NA,0,NA,1,3,0,56afc8219bf45c000d00d499,Male promiscuity first,5,2,2,5.333333333,1,2.777777778,3,2,1,1,3,2,2,2.214285714,2,4,2,3,2.666666667,2.833333333
30,Male,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,0,2,9,9,8,9,3,8,4,7,2,2,3,2,2,3,3,6,6,7,5,4,6,5,2,6,1,6,2,2,2,6,2,6,2,2,0,NA,0,NA,NA,NA,NA,NA,9,None.,4,5,0,5ea04fac8675f4000ba7651c,Male promiscuity first,7,6.666666667,9,8,6.333333333,7,2,2,1,3,4,2,3,2.428571429,2,2,2,2,2,1.833333333
19,Male,NA,0,NA,NA,1,NA,NA,NA,NA,NA,NA,0,4,3,3,9,9,1,8,7,7,7,1,4,4,3,1,1,5,6,7,5,5,5,5,4,7,1,4,4,5,4,7,1,4,4,5,0,NA,0,NA,NA,NA,NA,NA,0,NA,1,3,0,5ee7a70c55e80504fa3bc6ab,Male promiscuity first,9,3.333333333,3,9,7.333333333,6.555555556,3,2,1,3,3,3,3,2.785714286,1,4,1,4,3.166666667,3.166666667
35,Female,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,0,1,3,3,6,1,9,2,2,2,2,2,1,2,2,1,1,7,7,7,6,7,7,7,5,4,4,3,4,5,5,5,3,4,3,5,0,NA,0,NA,NA,NA,NA,NA,1,NA,4,2,0,56cb72f1edf8da000b6df137,Male promiscuity first,1,2.333333333,3,2.666666667,2,2.333333333,1,1,1,2,1,1,1,1.357142857,3,4,4,5,3.833333333,4.5
22,Male,NA,0,NA,NA,1,NA,NA,NA,NA,NA,NA,0,1,1,1,5,1,9,4,9,2,7,1,4,5,5,1,1,7,5,4,4,2,7,7,7,1,7,1,7,7,7,1,7,1,5,7,0,NA,2,NA,NA,NA,NA,NA,5,NA,5,2,0,5f49c98fc6a7d052d3935266,Female promiscuity first,1,1,1,2.333333333,5,2.777777778,1,3,4,4,6,1,1,3.142857143,7,7,7,7,6.666666667,7
29,Male,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,0,2,4,7,9,9,2,8,7,8,4,5,5,4,1,1,6,4,5,5,3,6,5,5,1,7,2,7,4,5,5,6,1,5,6,5,0,NA,0,NA,NA,NA,NA,NA,0,NA,1,5,0,5ecabef03e44f0247ee6147b,Female promiscuity first,8,4.333333333,5.5,8.666666667,7.666666667,6.888888889,4,3,3,5,2,3,3,3.5,2,3,1,1,3.666666667,2.333333333
25,Male,NA,0,NA,NA,1,NA,NA,NA,NA,NA,NA,0,2,6,5,4,5,3,7,8,5,5,4,3,5,5,6,6,5,6,5,5,5,6,5,4,6,3,5,3,2,2,6,3,5,3,2,0,NA,0,NA,NA,NA,NA,NA,6,NA,2,5,0,5ee7b0a316b7d10662171450,Male promiscuity first,7,4.333333333,5.5,5.333333333,6.666666667,5.444444444,3,2,3,3,3,2,3,3.785714286,2,3,2,3,2.5,2.833333333
30,Female,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,0,2,2,1,6,3,6,2,1,1,2,2,1,2,1,1,2,6,6,6,6,6,7,5,2,6,2,6,1,2,2,6,2,5,1,1,0,NA,0,NA,NA,NA,NA,NA,6,NA,2,4,0,5eb6cc071cabb15cbd2dd894,Female promiscuity first,4,1.666666667,1.5,4.333333333,1.333333333,2.444444444,2,2,2,2,2,1,3,1.785714286,2,3,2,2,1.833333333,1.833333333
